year,artists,danceability,explicit,id,loudness,name,popularity,release_date,speechiness
2015,['elliot root'],0.59,0,1nSWQ5Y7OcuGiWGdA1UYlr,-6.973,"june, after dark",1,2015-05-18,0.0356
2000,['erykah badu'],0.46799999999999997,0,5dlfvkyZOuBCFP1KbzRHUx,-13.975999999999999,orange moon,0,2000-10-31,0.0363
2002,['missy elliott'],0.877,0,4lwmRWzFWzirF4FICVCt37,-7.505,work it,0,2002-11-11,0.303
2004,['the shapeshifters'],0.7390000000000001,0,2o7V26rsF1ukcRI005S0LL,-10.395999999999999,lola's theme - radio edit,0,2004-09-07,0.0458
2011,['hyuna'],0.833,0,59JkwCdGIMTZYb0j75vebU,-4.658,bubble pop!,1,2011-07-05,0.0578
2001,"['billy crystal', 'john goodman']",0.636,0,7xf3S6Bv8hDqOtevZou602,-9.815,if i didn't have you,1,2001-01-01,0.0558
2012,"['willie nelson', 'snoop dogg', 'kris kristofferson', 'jamey johnson']",0.6709999999999999,0,4FphdrrHaX3vXpT1eOrTHR,-7.535,roll me up,0,2012-05-14,0.0493
2007,"['fabolous', 'ne-yo']",0.607,1,0YkJU6TjjwzsVXUPRIO0DB,-6.886,make me better,1,2007-01-01,0.0995
2004,['neil young'],0.423,0,4CqbJHZ6JtVM3MLh41y7JI,-5.4979999999999976,like a hurricane - 2003 remaster,0,2004-11-15,0.037000000000000005
2015,['justin bieber'],0.361,0,0SNIAtRCPVVLoGEPcuHSIc,-6.7570000000000014,i'll show you,1,2015-11-13,0.098
2019,"['luis fonsi', 'daddy yankee']",0.655,0,6habFhsOp2NvshLv26DqMb,-4.787,despacito,1,2019-02-01,0.153
2019,['chito rana$'],0.536,1,2CHPFpdCGF5wYPzy4dIp5K,-11.702,riches,1,2019-08-14,0.0602
2006,"['ramon ayala', 'cornelio reyna']",0.713,0,0vA1gLV8JuwnCVgBNsSWFs,-7.58,el disgusto,0,2006-06-16,0.0396
2005,['crazy frog'],0.8640000000000001,0,2Ea1iuiNtpR9BcFlQYRE5d,-3.258,axel f,1,2005-08-04,0.0414
2002,['siouxsie and the banshees'],0.545,0,0LvH53IYMdkQ2VHanpCiBi,-9.506,cities in dust - single version,0,2002-11-12,0.136
2009,['arctic monkeys'],0.287,0,3MC4XRbQADJdW9IIIwbe2u,-5.81,cornerstone,0,2009-08-25,0.0387
2011,['nickelback'],0.446,0,4bCOAuhvjsxbVBM5MM8oik,-3.5410000000000004,when we stand together,1,2011-11-14,0.0489
2006,['craig morgan'],0.667,0,1jSZ1IETySh2kDTnyfIE0I,-4.743,little bit of life,0,2006-10-31,0.0344
2008,['bun b'],0.622,1,2TPqhCHqMt9UoqojXifQZG,-6.4620000000000015,that's gangsta,0,2008,0.309
2000,['domenico modugno'],0.634,0,0rHIXD2GmjixirvBfTUV2b,-19.079,vecchio frack,0,2000-06-15,0.0736
2009,['five man electrical band'],0.446,0,5KWXi2eCYsC6ofIILjvG4V,-10.302,signs,0,2009-01-01,0.0519
2019,"['kacey musgraves', 'camila cabello']",0.746,0,0gWKtvF3IGZKZprlDEKZKo,-6.053,rockin' around the christmas tree - from the kacey musgraves christmas show,1,2019-11-29,0.0973
2010,['gerardo ortiz'],0.6779999999999999,0,6Z5k18VPZu4b1IaIQmbecn,-2.093,la ultima sombra,1,2010,0.0537
2017,"['huncho jack', 'travis scott', 'quavo']",0.868,1,7g7raxdQpiLZT7aOlib4S1,-4.853,motorcycle patches,1,2017-12-21,0.113
2015,['surf curse'],0.34600000000000003,0,0HUTL8i4y4MiGCPId7M7wb,-9.874,freaks,1,2015-05-10,0.0485
2005,['jack johnson'],0.8190000000000001,0,7tmzwBMr53py6u2zD877P3,-6.068,staple it together,0,2005-01-01,0.0507
2000,['duke ellington'],0.42,0,3yizjcTNKg1lhBOr6wTeOB,-16.072,jeep's blues,0,2000-01-31,0.0317
2012,['tim mcgraw'],0.608,0,3crxySebCike4UZq4SvzxT,-3.278,truck yeah,0,2012-01-01,0.0336
2018,['aminé'],0.9620000000000001,1,6U9OkV9oa8kN8LyBGf3wvJ,-6.372000000000001,blackjack,1,2018-08-15,0.24600000000000002
2018,['shaun'],0.745,0,3NxuezMdSLgt4OwHzBoUhL,-4.591,way back home,1,2018-06-27,0.0327
2008,['eli young band'],0.474,0,3RFwzA2lXqIzoXHVbeLH1d,-3.4189999999999996,always the love songs,0,2008-01-01,0.0291
2001,['john mayer'],0.6679999999999999,0,6Vecwo7AHst9V2CE3kmwr0,-4.919,no such thing,1,2001-08-16,0.0308
2013,['little big town'],0.721,0,2Gy3XMLbBxACZ4tXdFRGr7,-5.715,pontoon,1,2013-01-01,0.0269
2011,['adele'],0.5589999999999999,0,4kflIGfjdZJW4ot2ioixTB,-8.251,someone like you,1,2011-01-19,0.0285
2014,['kevin gates'],0.564,1,5R0b6aGJH9J6BW4eNUgYDd,-7.607,john gotti,0,2014-12-15,0.382
2017,['koe wetzel'],0.612,0,7ptJYMKI7Y1iWdqEZtBMGE,-5.124,something to talk about,1,2017-03-01,0.0663
2004,"['rod stewart', 'stevie wonder']",0.46,0,5AgBvCkNGaJ3hwale3QSDj,-7.723,what a wonderful world (feat. stevie wonder),0,2004-10-12,0.0301
2003,['vanessa williams'],0.529,0,4yRUjOBsj0cpjabtum0fML,-14.49,save the best for last,0,2003-01-01,0.0274
2010,['edward newton'],0.39899999999999997,0,5lu7NSkpQQ9QBIQKTnpx0f,-37.809,i'm in the mood for love,1,2010-11-23,0.0404
2003,"['yandel', 'tego calderon']",0.768,0,2h2BxMOTXrYAApqWQ6ZqTy,-5.905,la calle me lo pidio,0,2003,0.12
2017,['russ'],0.787,0,1lmDRuRa12CImUQziVfVw5,-7.7860000000000005,wife you up,1,2017-09-22,0.13699999999999998
2007,"['ali tabatabaee', 'matty lewis from zebrahead']",0.359,0,4taauPrbJNPCJUK9RBu6h1,-3.895,his world -theme of sonic the hedgehog-,0,2007-01-10,0.0905
2014,"['porter robinson', 'amy millan']",0.496,0,18cCBvygH6yEFDY0cYN3wT,-5.4179999999999975,divinity,1,2014-08-12,0.034
2019,['slchld'],0.326,0,2sFF0K2eHIClZYUqIbAwdb,-6.68,"she likes spring, i prefer winter",1,2019-03-01,0.0674
2004,['molotov'],0.773,1,6JyiKXAFeheQ8NEk94GxA0,-5.84,marciano (i turned into a martian),1,2004-01-01,0.0491
2002,['wilco'],0.48100000000000004,0,5y4MDqm1PYa2T1vT6vboJI,-15.272,radio cure,0,2002-04-16,0.0344
2011,['aaron lewis'],0.38299999999999995,0,7bP8kxaHTyU5tzx5XElnjA,-6.16,tangled up in you,0,2011-03-01,0.0261
2016,['big thief'],0.483,0,1uP8UVMXcTJn28TbhfR2Wo,-11.540999999999999,paul,1,2016-05-27,0.0401
2001,['tracy byrd'],0.52,0,5BSlukklfUTrmzmsuctmMr,-7.479,keeper of the stars - bonus track,0,2001-07-23,0.0239
2008,['nine inch nails'],0.611,0,0Z4pLlygCvkTHmeQtYAbNH,-6.646,discipline,0,2008-06-12,0.0275
2007,"['beyoncé', 'jay-z']",0.644,0,423EcxblW9F4nnQkqcqMlK,-4.941,deja vu (feat. jay-z),1,2007-05-29,0.341
2006,['godsmack'],0.522,0,4mdLhNq7wQqzBV1QjJYOyW,-6.197,no rest for the wicked,0,2006-01-01,0.0338
2011,"['afrojack', 'eva simons']",0.735,0,4iD3msRl5hJUBEtrQwnR4k,-4.435,take over control (feat. eva simons),0,2011-01-04,0.084
2006,['ivy queen'],0.815,0,4HNlRF6Nux7jU68kTpX7CP,-5.2170000000000005,quiero bailar,0,2006-11-14,0.155
2020,['bts'],0.703,0,1xfXXujIlLZAx5wpu46Nyk,-6.6579999999999995,moon,1,2020-02-21,0.0596
2001,['randy newman'],0.7,0,1aKWa7Y8QY1wUlmmyYoAeQ,-14.317,"you've got a friend in me - from ""toy story""/soundtrack version",0,2001-01-01,0.0312
2006,['cobra starship'],0.667,1,2YWDmfu4SAnYGboCRrkjxE,-4.774,bring it (snakes on a plane),0,2006-10-10,0.0752
2006,['muse'],0.4,0,6IfitwQQ1Gu9g9QnLWDHRY,-5.052,glorious,0,2006-06-19,0.0968
2016,['adele'],0.596,0,4vb4mFvYsr2h6enhjJsq9Y,-6.52,water under the bridge,1,2016-06-24,0.0704
2005,"['wayne wilcox', 'adam pascal', 'aaron lohr', 'cast of the motion picture rent']",0.45899999999999996,0,6LGHFOlbh34HKEyHtB0H6I,-8.141,life support,0,2005-09-27,0.0289
2020,"['gucci mane', 'oj da juiceman', 'yo gotti']",0.8320000000000001,1,1afLYnLfOCsuW1S1O6WJh6,-6.537000000000001,bricks (feat. oj & yo gotti),0,2020-11-19,0.331
2000,['david bauer'],0.524,0,4lXYhEw3pvzVFf37Ymw2XD,-26.463,great is the lord,0,2000,0.0356
2004,"['jadakiss', 'sheek', 'styles p', 'eminem']",0.6970000000000001,1,3CegiqcSMdRO8Acm2iplpx,-3.2960000000000003,welcome to d-block,0,2004-01-01,0.441
2015,"['deep sleep', 'sleep baby sleep', 'lullabies for deep meditation', 'relax meditate sleep', 'relaxation', 'soothing white noise for infant sleeping and massage, crying & colic relief']",0.0,0,590RGsZ4nakW5zcijKeNdi,-17.502,pure brown noise - loopable with no fade,1,2015-01-22,0.0
2001,['danny & the juniors'],0.605,0,0X1rGmNiBAdqpkeWlaZbmi,-7.305,at the hop,0,2001-07-01,0.0279
2011,['kelly clarkson'],0.562,0,6D60klaHqbCl9ySc8VcRss,-4.282,stronger (what doesn't kill you),1,2011-10-24,0.0475
2012,"['el pelón del mikrophone', 'edwin luna y la trakalosa de monterrey', 'grupo violento']",0.8340000000000001,0,1FssTKSXO3JLiQc3udfK5I,-6.144,la cumbia tribalera,0,2012-03-20,0.18
2002,['rigo tovar'],0.373,0,6pYz8bkZvf84S49VWLRHah,-8.988,lamento de amor,1,2002-01-01,0.0358
2016,['the lumineers'],0.536,0,2ToW7zhGCrVrLU4fiKj9U1,-6.765,cleopatra,1,2016-04-08,0.0394
2000,"['shyne', 'barrington levy']",0.855,1,0UmIdWRGDL5gkXnqG9ZozM,-4.018,bonnie & shyne (feat. barrington levy),0,2000,0.21
2012,['one direction'],0.474,0,3MxJGBnYaP4yQYUv90HLqZ,-4.937,moments,1,2012-05-25,0.0451
2012,"['frank ocean', 'earl sweatshirt']",0.7390000000000001,1,0725YWm6Z0TpZ6wrNk64Eb,-8.241,super rich kids,1,2012-07-10,0.0854
2012,"['calvin harris', 'kelis']",0.779,0,36cmM3MBMWWCFIiQ90U4J8,-2.125,bounce (feat. kelis) - radio edit,1,2012-10-29,0.0399
2015,['the weeknd'],0.626,1,0wzPHTgOtFIDhk2rD3Au4x,-7.574,angel,1,2015-08-28,0.0435
2015,"['stick figure', 'slightly stoopid']",0.708,0,1azvKxDb5Vkph2KR7aq1Cx,-6.8260000000000005,choice is yours (with slightly stoopid),1,2015-11-13,0.131
2015,['javier rosas y su artillería pesada'],0.821,0,2wzBBN4okgN6lZ6OSkBB1L,-6.619,"en la sierra y en la ciudad ""la china""",1,2015-03-03,0.0544
2001,"['keke wyatt', 'avant']",0.7,0,54Ev13Dca9qrYZDNLFUYpb,-3.344,nothing in this world,0,2001-01-01,0.0444
2008,['katy perry'],0.431,0,3c9LVPh3MpeFoaAL5DBDK5,-4.459,thinking of you,0,2008-06-17,0.0364
2013,['drake'],0.654,1,1dHUNRY8eVXvSo6kvyFyNx,-11.305,own it,0,2013-01-01,0.10099999999999999
2014,"['mystery skulls', 'nile rodgers', 'brandy']",0.67,0,50rdn3WBWEzRLavq6tQD4K,-3.693,magic (feat. nile rodgers and brandy),0,2014-10-27,0.0615
2003,['sweet trip'],0.565,0,1OKkG3vxEuBBwLw1gCqdNW,-5.1610000000000005,dsco,1,2003-06-10,0.0332
2008,['moby'],0.297,0,2UKYMN7VnsQo40n0qCt6Sa,-7.926,porcelain,0,2008-06-02,0.0336
2012,"['romeo santos', 'anthony santos', 'luis vargas', 'raulin rodriguez']",0.768,0,1dZe54pxTPI1XsISVTR6ns,-4.331,debate de 4,1,2012-08-27,0.0422
2017,['finn'],0.361,0,0Bcg7P1tTblLpEYjXPj2h0,-8.367,in luv with u,1,2017-08-18,0.0625
2012,['one direction'],0.643,0,7gY8FAYu5zuOzmPBlOec3L,-3.763,magic,1,2012-11-12,0.0427
2011,['selena gomez & the scene'],0.858,0,0laYHRpNTS6i8FXdupHkJ4,-3.87,love you like a love song,1,2011-01-01,0.0469
2001,['jeff floyd'],0.794,0,0k7kfdefyPCDVHtHzgaq6t,-7.282,i found love (on a lonely highway),0,2001-02-20,0.0447
2002,['sister nancy'],0.7809999999999999,0,43ywQvHPPH3ZpbNhJKktIN,-6.185,one two,0,2002-03-15,0.10300000000000001
2019,['slipknot'],0.336,1,56fiFTRrSiHHH3gBeaTg2P,-2.358,nero forte,1,2019-08-09,0.0846
2013,['skillet'],0.466,0,5aUl2cPg4O7yXXdzWQVTYO,-2.59,what i believe,0,2013-06-21,0.0657
2018,['lil mosey'],0.6990000000000001,1,7zLYKWcXnYeHHWidalz7rj,-7.622000000000001,noticed,1,2018-10-19,0.0603
2013,['the band perry'],0.65,0,7t3yEWJXS4ZZE64JyJDJIg,-2.995,done.,0,2013-01-01,0.0366
2014,['animals as leaders'],0.57,0,0JGuSgtmWyfuxLGBs2wX0C,-5.665,physical education,0,2014-03-25,0.0567
2016,['karin borg'],0.278,0,3toYHht60pj16nNK0e2HZy,-22.396,norrsken,1,2016-07-20,0.0383
2018,['roderick porter'],0.872,1,0FWsLGmt2wFmXGJysC9Qn9,-9.425,i didn't realize how empty my bed was until you left,1,2018-10-27,0.156
2011,"['sutton foster', 'anything goes new broadway company orchestra']",0.617,0,0LgODbepSswNlLUK8EEH8v,-8.707,anything goes,0,2011-09-06,0.17
2001,['björk'],0.797,0,7sZHiFxzN3v7uTeC3BvxHX,-14.857999999999999,cocoon,0,2001,0.0508
2013,['tamar braxton'],0.652,0,6rvKqjSuVP02HzGiV4G4iq,-5.318,all the way home,0,2013-09-03,0.0378
2000,['backstreet boys'],0.6459999999999999,0,3Bf9g7reIFWoQBmlHpA6MN,-6.626,i promise you (with everything i am),0,2000-11-21,0.0265
2001,['rufus wainwright'],0.344,0,5USZyz6dnBEn1oLsKcAKQy,-7.518,hallelujah,0,2001-01-01,0.032
2013,['chrome sparks'],0.6970000000000001,0,63PEsIWyy3QgiPy4u5I9pG,-9.781,marijuana,1,2013-08-29,0.15
2005,['reik'],0.643,0,2B2YIbOm1mAlwMmXSo7tid,-6.614,vuelve,0,2005-05-24,0.0279
2018,['a$ap rocky'],0.721,1,2aPTvyE09vUCRwVvj0I8WK,-6.364,sundress,1,2018-11-20,0.0595
2002,['disturbed'],0.474,0,6XwFPgj5bHc6o0G7LlFwTi,-5.121,believe,0,2002-09-16,0.141
2000,['donnie mcclurkin'],0.507,0,1HXzXYbhLDdpFkJyBxEjIF,-4.96,we fall down - live,0,2000-08-17,0.0328
2008,['beach house'],0.516,0,2r3XoShDJnYhatcpfobVmC,-10.475,gila,0,2008-02-26,0.031
2013,['daniela andrade'],0.627,0,4ThwKBrYdmbL8DLtsiCNxL,-10.455,santa baby,1,2013-12-04,0.0499
2017,['zayn'],0.452,0,5y4XJ9UFS5eOdoYPF5pSAE,-4.84,there you are,1,2017,0.0385
2020,['selena gomez'],0.753,0,7eOkHIcaoUhngxxypM5Ajr,-7.907999999999999,look at her now,1,2020-01-10,0.252
2009,['rascal flatts'],0.473,0,3URKVmDz5tkE7AfkQLWEeL,-4.798,unstoppable,0,2009-01-01,0.0483
2019,['trippie redd'],0.861,1,2PRKaIkl62537yLUt8VhHR,-6.72,love sick,1,2019-11-22,0.10400000000000001
2011,['simon curtis'],0.5770000000000001,0,0kW7NQraFEyAhXqaE4cZG0,-2.8789999999999996,flesh,1,2011-06-07,0.0766
2004,['motörhead'],0.449,0,1DhCdQMyNLklKGxBheRFxL,-4.836,in the name of tragedy,0,2004-06-22,0.0824
2003,['the black keys'],0.414,0,4BohKS6VyfB9JGnLhutkG9,-5.122999999999998,set you free,0,2003,0.15
2008,['eluveitie'],0.43,0,1KmeyQfVjX1odybN9aEfWt,-2.8369999999999997,inis mona,1,2008-02-15,0.0916
2005,['john prine'],0.585,0,5UDoMj8EIEXrQ4N0UR0nos,-15.949000000000002,clay pigeons,1,2005-04-26,0.027999999999999997
2013,['the chain gang of 1974'],0.488,0,1zdsOgv1hdGGGe9CK1QPY7,-5.331,sleepwalking,1,2013-09-24,0.0436
2019,"['moon boots', 'nic hanson']",0.7340000000000001,0,2le4fT47BSBZgN8FZHXmyJ,-7.732,clear,0,2019-12-18,0.0509
2006,['muse'],0.493,0,5YXr4AGfUQpLSxtFSsKUh6,-3.613,map of the problematique,1,2006-06-19,0.0414
2009,['banda pequeños musical'],0.71,0,5OwFcVt4icprLmc5bO9ruK,-7.939,la nena,0,2009-03-24,0.0608
2001,['conway twitty'],0.622,0,2NPjXgWmTmpKg5lelNUDDQ,-14.662,that's my job,0,2001-01-01,0.0309
2017,"['nick jonas', 'nicki minaj']",0.7120000000000001,0,4PxDHEEyHgYC6NUgqMtDFy,-5.723,bom bidi bom,1,2017-02-10,0.0447
2001,['billy joel'],0.745,0,7LbOQt7isddrw3Bs3Czl7E,-7.588999999999999,it's still rock and roll to me,1,2001-10-02,0.166
2015,['rodrigo amarante'],0.72,0,6Dc2tCivms1s2X9myWe4ni,-13.338,tuyo (narcos theme) - a netflix original series soundtrack,1,2015-09-18,0.069
2001,['danny berrios'],0.706,0,4DeTDG9wmwL2ZkOGiemxgt,-7.896,dios cuida de mí,0,2001-01-01,0.028999999999999998
2005,['aventura'],0.768,0,2jQeX1fMZo5z82w3BviN5x,-6.84,la boda,1,2005-04-26,0.0483
2009,['jonas brothers'],0.636,0,6mDpUEYNqfdDQ0OWfjLIhX,-4.468999999999999,paranoid,0,2009-01-01,0.0409
2011,['beyoncé'],0.652,0,1z6WtY7X4HQJvzxC4UgkSf,-5.242000000000001,love on top,1,2011-06-24,0.0887
2009,['dr. hook'],0.7340000000000001,0,6uxGAruWvj6O2hVBBTNITa,-10.13,sexy eyes - single version,0,2009-01-01,0.0524
2002,['el haragán y compañía'],0.569,0,1dJQRFpIkASsM7Xmf8MhAP,-4.966,historia de un minuto,0,2002,0.0539
2016,['the struts'],0.541,0,3IyCL4Em1GOpNGDf451Hg1,-4.512,could have been me,1,2016-03-04,0.0642
2017,['chill bees'],0.0,0,5TpEtiKGAljXxtjcBqIfIc,-14.43,rain at dawn,1,2017-05-05,0.0
2011,['mother mother'],0.46,0,1KhXD3tMhAWv2f461ZTVBj,-4.489,calm me down,0,2011-03-15,0.0619
2007,['marques houston'],0.6759999999999999,0,4awnQTwynhz0j6Rk2ZwM6A,-6.438,circle,0,2007-01-01,0.0442
2015,['a$ap rocky'],0.653,1,3I8MbKRkS2IBDuslhCS3iT,-8.443999999999999,excuse me,1,2015-05-26,0.0555
2008,['slipknot'],0.278,0,4g3QZlvz39UllCcRXDZ0Do,-1.9340000000000002,sulfur,1,2008-08-22,0.129
2005,['obituary'],0.245,0,2fSYadDsbWMtIVqX7flKIc,-8.728,redneck stomp,0,2005-07-11,0.0415
2009,['banda machos'],0.8320000000000001,0,0RCB1m9x43mkEwGSABjQXY,-7.725,la secretaria,0,2009-03-24,0.21899999999999997
2017,['kodak black'],0.804,1,1WIZiOuNO3woKfdlSK2gNn,-4.86,transportin',1,2017-08-18,0.0726
2018,['kim petras'],0.74,0,2Cu5ExXidcoE4vF5hIYict,-4.865,heart to break,1,2018-02-14,0.196
2009,['tha joker'],0.8,1,5T4IfwCUSuI5MOT7aOZFyg,-10.918,we do it for fun pt. 2,0,2009-03-01,0.0971
2008,['eagles of death metal'],0.626,0,68HGqHHc41qmJHUWlLUKCd,-3.94,wannabe in l.a,0,2008,0.0451
2001,['rick braun'],0.6679999999999999,0,0xGa0PyJsByzRajl8KYefg,-11.645,kisses in the rain,0,2001,0.0414
2013,['blood orange'],0.74,0,7vcNp4cj4uF4AyX5aKY4Ps,-6.55,you're not good enough,1,2013-11-18,0.146
2017,['old dominion'],0.725,0,2A69wys3S9uiPSmn6UZWJn,-9.602,written in the sand,1,2017-08-25,0.0575
2009,['jason aldean'],0.619,0,52pLbbvrm2RuUBhyxjRN03,-5.553999999999999,keep the girl,0,2009-04-07,0.0314
2011,['coyote theory'],0.278,0,3sgf2a905hjZ81tXYytY6i,-6.075,this side of paradise,1,2011-06-21,0.0295
2019,['juice wrld'],0.674,1,4mUIe9gfsdtsVP2zFIl74x,-3.813,maze,1,2019-03-08,0.141
2017,"['erik eriksson', 'white noise for babies', 'white noise baby sleep']",0.0,0,5I21rMWLtCjWQl6QyLn85W,-27.592,pure brown noise - loopable with no fade,1,2017-01-08,0.0
2000,['system of a down'],0.41600000000000004,1,1tF0tiVZzNsGteLdOzRSZz,-4.183,metro,0,2000-12-12,0.226
2016,['lil uzi vert'],0.843,1,2ANLarE8yHVsLWW21nj79M,-7.4170000000000025,you was right,1,2016-05-27,0.461
2004,['inspector'],0.609,0,4mQwxVqjcHdUEfwSWEOopx,-7.726,amargo adiós,1,2004-01-01,0.0437
2010,"['usher', 'will.i.am']",0.7809999999999999,0,1bM50INir8voAkVoKuvEUI,-5.81,omg (feat. will.i.am),1,2010-03-30,0.0332
2007,['boys like girls'],0.42200000000000004,0,1AnesEZjtNHT7Nr2Y4BuNR,-4.5310000000000015,hero / heroine,0,2007-08-31,0.102
2004,['lil rob'],0.861,1,0ECH9eP2itexoUbMnUPEyz,-7.5139999999999985,can we ride,0,2004,0.33799999999999997
2013,['king krule'],0.563,0,35rf8iduzQ7vd8hFbDlv0o,-8.972000000000003,easy easy,0,2013-08-24,0.0365
2004,"[""dustin o'halloran""]",0.4270000000000001,0,7927IbXHiYrlZkAikPsi3X,-19.714000000000002,opus 20,0,2004-09-13,0.0457
2001,['alkaline trio'],0.467,0,5s4uRy5aXZnOBLeovT4jNt,-3.952,armageddon,0,2001,0.0884
2001,['train'],0.565,0,1x72hk5EAzkkC0CDZnHJ9M,-12.898,mississippi,0,2001-03-27,0.026000000000000002
2011,['lmfao'],0.7070000000000001,0,0obBFrPYkSoBJbvHfUIhkv,-4.225,sexy and i know it,1,2011-01-01,0.316
2019,['we the kingdom'],0.469,0,1xI9KSGNJB2eka8FMvovvi,-6.966,holy water,1,2019-09-13,0.0357
2019,"['justin jesso', 'seeb']",0.42100000000000004,0,5X73AYzzEE5Di0JwcQKt9N,-4.724,bigger than,1,2019-11-15,0.127
2018,"['boyinaband', 'theodd1sout']",0.617,0,6Q8mqjuz8xqdoUjhZQDfY7,-3.783,life is fun,1,2018-07-18,0.278
2008,['en espíritu y en verdad'],0.402,0,1Nx0HlEYU5ecaYXnGbxIHM,-3.593,te doy gloria,0,2008-08-14,0.0445
2003,['electric six'],0.4,0,6s9iK4Hf5nLhdDMCnkDV3T,-5.237,gay bar,1,2003-05-19,0.0987
2006,['atreyu'],0.337,0,5Fmh9k1WbVWoEEDdEhl1xU,-4.463,the theft,0,2006-03-28,0.12300000000000001
2002,['lacuna coil'],0.46399999999999997,0,5mZuR1HQdk7WN8BQLogXGW,-4.069,swamped,0,2002-10-16,0.0405
2007,['stephen stills'],0.6709999999999999,0,28WOPgOKgwSIs9JLjpRbeA,-12.758,treetop flyer - demo,0,2007-07-09,0.0622
2008,['blitzen trapper'],0.617,0,0jzubiBa1TGiTqkthxJnXR,-10.549000000000001,black river killer,0,2008-09-23,0.0403
2009,['wale'],0.47700000000000004,1,5DT26VHeeY5lDUP3vPZr77,-6.305,90210,0,2009-01-01,0.392
2010,['keith urban'],0.496,0,0KzEhOxVbub9dglj5mMyCc,-10.534,without you,0,2010-01-01,0.0299
2004,['busted'],0.593,0,0ahXguyuTwD1gqpWKYqWYO,-6.678999999999999,year 3000,0,2004-01-01,0.0365
2005,['foo fighters'],0.613,0,02O71P5xudugRmFCFsQe9E,-5.989,cold day in the sun,0,2005-06-14,0.0263
2014,['i prevail'],0.223,0,7kbMPJRI4fQaXygxcGsv1R,-5.671,deceivers,0,2014-12-16,0.193
2007,"['edwards sanders', 'johnny depp', 'helena bonham carter']",0.585,0,2XNxfjWBLqChCppnQPzldT,-10.633,pirelli's miracle elixir,0,2007-12-17,0.0995
2004,['papa roach'],0.545,0,496jVEYI3xUXHQQ19BPhrT,-3.747,getting away with murder,0,2004-08-31,0.0538
2013,['kacey musgraves'],0.6829999999999999,0,4oqD7zXh23uvf583rDkunI,-6.941,blowin' smoke,0,2013-01-01,0.0379
2005,['the mountain goats'],0.652,0,07gqJjvwwuZ1assFLKbiNn,-8.205,dance music,0,2005-05-02,0.0363
2017,"['cashmere cat', 'ariana grande']",0.44,1,4rwqrKdwlFWJ6LvPYaOtgn,-7.365,quit (feat. ariana grande),1,2017-04-28,0.0407
2006,['kellie pickler'],0.626,0,7dFSHwa7BNZvWlOuYsvFpy,-3.74,red high heels,0,2006-10-31,0.0337
2006,['miguel morales'],0.657,0,3wVuD02J4ErPU2jp5QtX10,-5.297999999999999,sirena encantadora,1,2006-06-14,0.0348
2012,"['sergei rachmaninoff', 'valentina lisitsa', 'london symphony orchestra', 'michael francis']",0.19399999999999998,0,4rrrn8OLrttq7r9RgNXalU,-24.877,"piano concerto no. 2 in c minor, op. 18: 2. adagio sostenuto",1,2012-01-01,0.0366
2010,['two door cinema club'],0.604,0,0b43NRSKWYa0P6R3dXaSlh,-5.335,come back home,0,2010-02-17,0.057
2019,['taylor swift'],0.8240000000000001,0,12M5uqx0ZuwkpLp5rJim1a,-9.728,cornelia street,1,2019-08-23,0.0827
2014,['blackbear'],0.359,1,2duFPm9rvnojzCSkzhi4l6,-10.193999999999999,hotel andrea,0,2014-04-20,0.0552
2007,['zion'],0.633,0,0qtmSv1LAqAD63ApakCUuz,-7.105,fantasma,1,2007-06-05,0.126
2012,['issa ibrahim'],0.7340000000000001,0,3XzlYHLx4PUu7rZt8eb48h,-12.071,afro pick,0,2012-09-03,0.0282
2000,['rene liu'],0.677,0,2wzXhxWPX0aODraKNXoJYY,-8.285,後來,1,2000-01-07,0.0265
2006,['hector rey'],0.8109999999999999,0,2WLNCSzgMtdXyHcdPNK8UQ,-9.357000000000001,te propongo,0,2006-04-05,0.0364
2015,['drew holcomb & the neighbors'],0.645,0,7K36drJq6lInkW6Kkojucp,-15.744000000000002,american beauty,0,2015-01-27,0.0317
2004,['landy wen'],0.6920000000000001,0,7y1At0wJ9E11vQvD93uG9c,-4.065,夏日の風,1,2004-07-06,0.0263
2002,['fred mollin'],0.46,0,61tnA1xJXS6SUJSXAS0mAN,-17.511,beauty and the beast,0,2002,0.0303
2006,"['michael r. hicks', 'michael r. hicks youth choir']",0.11699999999999999,0,4egMNspsxcXlWP1GgsLaul,-15.427,efy medley: as sisters in zion / we'll bring the world his truth (feat. michael r. hicks youth choir),0,2006-05-01,0.0374
2001,['gorillaz'],0.613,0,2qToAcex0ruZfbEbAy9OhW,-6.212999999999999,m1 a1,0,2001,0.0617
2003,['evanescence'],0.204,0,46fyLy4W9HhAkcb67kLaAV,-5.859,tourniquet,1,2003-03-04,0.0938
2002,['the police'],0.8270000000000001,0,4U3Ggqyv2XgnS1u82HOGQX,-9.737,every breath you take,1,2002-01-01,0.0346
2008,"['leah greenhaus', ""marissa o'donnell"", 'sutton foster']",0.561,0,6zEEGZVvTnbyPtaovocFwy,-9.446,i know it's today,0,2008-01-01,0.0592
2009,['eminem'],0.812,1,2ruw2Kq8lgyqwemZik9bUg,-1.521,my mom,0,2009-05-15,0.259
2001,['falconer'],0.215,0,31BIfWawTAEnp8KsAasy13,-6.221,mindtraveller,0,2001,0.0776
2006,['brian culbertson'],0.345,0,3rX1JTpQI4mGGTGwgXnigd,-15.743,little drummer boy,0,2006-01-01,0.0486
